threshold,accuracy,precision,recall,f1_score,tp,fp,tn,fn
0.1,0.8816,0.5484,0.8095,0.6538,17,14,117,4
0.15,0.9013,0.6071,0.8095,0.6939,17,11,120,4
0.2,0.9013,0.6071,0.8095,0.6939,17,11,120,4
0.25,0.8947,0.5926,0.7619,0.6667,16,11,120,5
0.3,0.8947,0.5926,0.7619,0.6667,16,11,120,5
0.35,0.8947,0.5926,0.7619,0.6667,16,11,120,5
0.4,0.8882,0.5769,0.7143,0.6383,15,11,120,6
0.45,0.8816,0.56,0.6667,0.6087,14,11,120,7
0.5,0.8816,0.56,0.6667,0.6087,14,11,120,7
0.55,0.8816,0.56,0.6667,0.6087,14,11,120,7
