threshold,accuracy,precision,recall,f1_score,tp,fp,tn,fn
0.1,0.875,0.5312,0.8095,0.6415,17,15,116,4
0.15,0.9013,0.6071,0.8095,0.6939,17,11,120,4
0.2,0.9145,0.6538,0.8095,0.7234,17,9,122,4
0.25,0.9145,0.6538,0.8095,0.7234,17,9,122,4
0.3,0.9079,0.64,0.7619,0.6957,16,9,122,5
0.35,0.9145,0.6667,0.7619,0.7111,16,8,123,5
0.4,0.9145,0.6667,0.7619,0.7111,16,8,123,5
0.45,0.9079,0.6522,0.7143,0.6818,15,8,123,6
0.5,0.9079,0.6522,0.7143,0.6818,15,8,123,6
0.55,0.9013,0.6364,0.6667,0.6512,14,8,123,7
