threshold,accuracy,precision,recall,f1_score,tp,fp,tn,fn
0.1,0.8684,0.5161,0.7619,0.6154,16,15,116,5
0.15,0.875,0.5333,0.7619,0.6275,16,14,117,5
0.2,0.8816,0.5517,0.7619,0.64,16,13,118,5
0.25,0.8816,0.5517,0.7619,0.64,16,13,118,5
0.3,0.8816,0.5517,0.7619,0.64,16,13,118,5
0.35,0.8816,0.5517,0.7619,0.64,16,13,118,5
0.4,0.8816,0.5517,0.7619,0.64,16,13,118,5
0.45,0.8816,0.5517,0.7619,0.64,16,13,118,5
0.5,0.875,0.5357,0.7143,0.6122,15,13,118,6
0.55,0.875,0.5385,0.6667,0.5957,14,12,119,7
